Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M40026,BUSSLINGER DUODENAL TRANSIT AMPLIFYING CELLS,,-3.9,10,6.5,30286,194,75,5,6.7,2.9,6139|6154|6193|6201|9592,RPL17|RPL26|RPS5|RPS7|IER2,-0.91,Npas2
Cell Type Signatures,7,M40024,BUSSLINGER DUODENAL STEM CELLS,,-3.9,7.8,6,30286,311,75,6,8,3.1,6154|6160|6193|6201|8507|9592,RPL26|RPL31|RPS5|RPS7|ENC1|IER2,-0.91,Npas2
DisGeNET,35,C0013384,Dyskinetic syndrome,,-3.9,7.7,5.9,30286,316,75,6,8,3.1,1137|3737|3745|6506|10846|54112,CHRNA4|KCNA2|KCNB1|SLC1A2|PDE10A|GPR88,-0.89,Npas2
DisGeNET,35,C0040997,Trigeminal Neuralgia,,-3.8,15,7.3,30286,106,75,4,5.3,2.6,811|5027|5621|8851,CALR|P2RX7|PRNP|CDK5R1,-0.89,Npas2
DisGeNET,35,C0007682,CNS disorder,,-3.8,7.6,5.9,30286,319,75,6,8,3.1,1137|5027|5621|10846|54112|57468,CHRNA4|P2RX7|PRNP|PDE10A|GPR88|SLC12A5,-0.89,Npas2
DisGeNET,35,C4023687,EEG with multifocal slow activity,,-3.8,30,9.1,30286,41,75,3,4,2.3,3737|3745|6506,KCNA2|KCNB1|SLC1A2,-0.89,Npas2
Cell Type Signatures,7,M41652,TRAVAGLINI LUNG PROXIMAL BASAL CELL,,-3.8,5.1,5.2,30286,629,75,8,11,3.6,5621|6139|6154|6160|6193|6201|10140|10252,PRNP|RPL17|RPL26|RPL31|RPS5|RPS7|TOB1|SPRY1,-0.85,Npas2
DisGeNET,35,C0085129,Bronchial Hyperreactivity,,-3.8,14,7.1,30286,112,75,4,5.3,2.6,3566|5097|55534|94103,IL4R|PCDH1|MAML3|ORMDL3,-0.85,Npas2
DisGeNET,35,C0085281,Addictive Behavior,,-3.8,7.3,5.7,30286,332,75,6,8,3.1,1137|3980|4297|6506|9575|54112,CHRNA4|LIG3|KMT2A|SLC1A2|CLOCK|GPR88,-0.85,Npas2
DisGeNET,35,C1836830,Developmental regression,,-3.7,7.3,5.7,30286,333,75,6,8,3.1,1203|3737|3745|6324|6506|57468,CLN5|KCNA2|KCNB1|SCN1B|SLC1A2|SLC12A5,-0.85,Npas2
DisGeNET,35,C4553743,"Spasticity, CTCAE",,-3.7,5.9,5.4,30286,477,75,7,9.3,3.4,3737|3745|5621|5654|6324|6506|84919,KCNA2|KCNB1|PRNP|HTRA1|SCN1B|SLC1A2|PPP1R15B,-0.85,Npas2
DisGeNET,35,C0576226,Short foot,,-3.7,14,6.9,30286,116,75,4,5.3,2.6,1301|4297|9759|126792,COL11A1|KMT2A|HDAC4|B3GALT6,-0.81,Npas2
DisGeNET,35,C0751494,Convulsive Seizures,,-3.7,14,6.9,30286,117,75,4,5.3,2.6,1137|3737|5621|57468,CHRNA4|KCNA2|PRNP|SLC12A5,-0.81,Npas2
DisGeNET,35,C0006111,Brain Diseases,,-3.7,7,5.6,30286,345,75,6,8,3.1,1203|5027|5621|6506|8851|9575,CLN5|P2RX7|PRNP|SLC1A2|CDK5R1|CLOCK,-0.8,Npas2
Cell Type Signatures,7,M40009,BUSSLINGER GASTRIC PPP1R1B POSITIVE CELLS,,-3.6,13,6.8,30286,121,75,4,5.3,2.6,6139|6154|6160|6193,RPL17|RPL26|RPL31|RPS5,-0.79,Npas2
Cell Type Signatures,7,M41668,TRAVAGLINI LUNG BRONCHIAL VESSEL 1 CELL,,-3.6,9,6,30286,224,75,5,6.7,2.9,6154|6160|6193|6201|10252,RPL26|RPL31|RPS5|RPS7|SPRY1,-0.79,Npas2
DisGeNET,35,C0234535,Clonic Seizures,,-3.6,13,6.7,30286,122,75,4,5.3,2.6,1137|3737|6506|57468,CHRNA4|KCNA2|SLC1A2|SLC12A5,-0.79,Npas2
Cell Type Signatures,7,M41747,RUBENSTEIN SKELETAL MUSCLE PCV ENDOTHELIAL CELLS,,-3.6,9,6,30286,225,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-0.79,Npas2
DisGeNET,35,C1857704,Abnormal myelination,,-3.6,25,8.3,30286,49,75,3,4,2.3,3737|3745|6506,KCNA2|KCNB1|SLC1A2,-0.79,Npas2
DisGeNET,35,C0037773,"Spastic Paraplegia, Hereditary",,-3.6,13,6.7,30286,123,75,4,5.3,2.6,3737|3800|6506|85465,KCNA2|KIF5C|SLC1A2|SELENOI,-0.79,Npas2
DisGeNET,35,C0279530,Malignant Bone Neoplasm,,-3.6,13,6.7,30286,125,75,4,5.3,2.6,682|3737|5027|57468,BSG|KCNA2|P2RX7|SLC12A5,-0.78,Npas2
DisGeNET,35,C0035304,Retinal Degeneration,,-3.6,13,6.7,30286,125,75,4,5.3,2.6,1203|3737|3745|6506,CLN5|KCNA2|KCNB1|SLC1A2,-0.78,Npas2
Cell Type Signatures,7,M39251,MENON FETAL KIDNEY 1 EMBRYONIC RED BLOOD CELLS,,-3.6,13,6.6,30286,126,75,4,5.3,2.6,811|6154|6160|6201,CALR|RPL26|RPL31|RPS7,-0.78,Npas2
DisGeNET,35,C0026650,Movement Disorders,,-3.6,6.7,5.4,30286,362,75,6,8,3.1,1137|3737|4297|5621|10846|146057,CHRNA4|KCNA2|KMT2A|PRNP|PDE10A|TTBK2,-0.78,Npas2
DisGeNET,35,C0007785,Cerebral Infarction,,-3.5,4.7,4.9,30286,687,75,8,11,3.6,406|682|3566|4297|5621|5654|6506|57468,BMAL1|BSG|IL4R|KMT2A|PRNP|HTRA1|SLC1A2|SLC12A5,-0.76,Npas2
DisGeNET,35,C1848673,Hypoplastic feet,,-3.5,13,6.5,30286,129,75,4,5.3,2.6,1301|4297|9759|126792,COL11A1|KMT2A|HDAC4|B3GALT6,-0.76,Npas2
DisGeNET,35,C0155877,Allergic asthma,,-3.5,6.5,5.3,30286,371,75,6,8,3.1,406|3566|5097|6139|84206|94103,BMAL1|IL4R|PCDH1|RPL17|MEX3B|ORMDL3,-0.74,Npas2
Cell Type Signatures,7,M41684,TRAVAGLINI LUNG CD4 NAIVE T CELL,,-3.5,12,6.4,30286,132,75,4,5.3,2.6,6154|6160|6193|6201,RPL26|RPL31|RPS5|RPS7,-0.74,Npas2
Cell Type Signatures,7,M39070,MANNO MIDBRAIN NEUROTYPES HNBGABA,,-3.5,4.6,4.8,30286,703,75,8,11,3.6,1137|3800|6506|8507|8851|9672|57468|252995,CHRNA4|KIF5C|SLC1A2|ENC1|CDK5R1|SDC3|SLC12A5|FNDC5,-0.72,Npas2
DisGeNET,35,C0038220,Status Epilepticus,,-3.4,5.3,5,30286,533,75,7,9.3,3.4,3737|3745|5027|6506|8445|8851|57468,KCNA2|KCNB1|P2RX7|SLC1A2|DYRK2|CDK5R1|SLC12A5,-0.72,Npas2
DisGeNET,35,C0751785,Unverricht-Lundborg Syndrome,,-3.4,22,7.7,30286,56,75,3,4,2.3,1137|5621|8851,CHRNA4|PRNP|CDK5R1,-0.72,Npas2
DisGeNET,35,C1839333,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2",,-3.4,22,7.7,30286,56,75,3,4,2.3,6324|9759|57468,SCN1B|HDAC4|SLC12A5,-0.72,Npas2
DisGeNET,35,C0149958,Complex partial seizures,,-3.4,12,6.2,30286,140,75,4,5.3,2.6,1137|3737|6324|57468,CHRNA4|KCNA2|SCN1B|SLC12A5,-0.68,Npas2
DisGeNET,35,C0270846,Epileptic drop attack,,-3.4,11,6.1,30286,143,75,4,5.3,2.6,1137|3737|6324|57468,CHRNA4|KCNA2|SCN1B|SLC12A5,-0.66,Npas2
Cell Type Signatures,7,M41702,FAN OVARY CL0 XBP1 SELK HIGH STROMAL CELL,,-3.4,11,6.1,30286,143,75,4,5.3,2.6,6139|6154|6160|6193,RPL17|RPL26|RPL31|RPS5,-0.66,Npas2
DisGeNET,35,C0003811,Cardiac Arrhythmia,,-3.3,5.1,4.8,30286,559,75,7,9.3,3.4,406|811|5027|6154|6201|6324|11334,BMAL1|CALR|P2RX7|RPL26|RPS7|SCN1B|TUSC2,-0.64,Npas2
DisGeNET,35,C0033975,Psychotic Disorders,,-3.3,5,4.8,30286,560,75,7,9.3,3.4,406|811|1137|5621|6506|10846|11334,BMAL1|CALR|CHRNA4|PRNP|SLC1A2|PDE10A|TUSC2,-0.64,Npas2
DisGeNET,35,C2826323,Refractory Cytopenia of Childhood,,-3.3,7.6,5.4,30286,264,75,5,6.7,2.9,682|811|1301|4297|6139,BSG|CALR|COL11A1|KMT2A|RPL17,-0.63,Npas2
DisGeNET,35,C0027066,Myoclonus,,-3.3,7.6,5.4,30286,264,75,5,6.7,2.9,1203|3737|3745|5621|6506,CLN5|KCNA2|KCNB1|PRNP|SLC1A2,-0.63,Npas2
DisGeNET,35,C0038436,Post-Traumatic Stress Disorder,,-3.2,5.8,4.9,30286,417,75,6,8,3.1,811|1137|5027|9575|9759|11334,CALR|CHRNA4|P2RX7|CLOCK|HDAC4|TUSC2,-0.57,Npas2
DisGeNET,35,C0027796,Neuralgia,,-3.2,4.2,4.5,30286,766,75,8,11,3.6,1137|3566|3737|3787|5027|6506|9759|57468,CHRNA4|IL4R|KCNA2|KCNS1|P2RX7|SLC1A2|HDAC4|SLC12A5,-0.56,Npas2
DisGeNET,35,C0278996,Malignant Head and Neck Neoplasm,,-3.2,4.2,4.5,30286,767,75,8,11,3.6,682|811|3566|4297|5027|9575|9759|24147,BSG|CALR|IL4R|KMT2A|P2RX7|CLOCK|HDAC4|FJX1,-0.56,Npas2
DisGeNET,35,C3496069,cocaine use,,-3.2,18,7,30286,67,75,3,4,2.3,6506|9575|10846,SLC1A2|CLOCK|PDE10A,-0.56,Npas2
DisGeNET,35,C0947785,[D]Sleep disturbances (& [hypersomnia] or [insomnia]),,-3.2,18,6.9,30286,68,75,3,4,2.3,406|5027|9575,BMAL1|P2RX7|CLOCK,-0.55,Npas2
DisGeNET,35,C0917799,Hypersomnia,,-3.1,17,6.8,30286,70,75,3,4,2.3,5621|6506|9575,PRNP|SLC1A2|CLOCK,-0.52,Npas2
DisGeNET,35,C3887461,Head and Neck Carcinoma,,-3.1,4.1,4.4,30286,786,75,8,11,3.6,682|811|3566|4297|5027|9575|9759|24147,BSG|CALR|IL4R|KMT2A|P2RX7|CLOCK|HDAC4|FJX1,-0.52,Npas2
DisGeNET,35,C1968949,Cakut,,-3.1,17,6.7,30286,72,75,3,4,2.3,1301|10252|23216,COL11A1|SPRY1|TBC1D1,-0.5,Npas2
Cell Type Signatures,7,M39054,MANNO MIDBRAIN NEUROTYPES HRGL2B,,-3.1,5.5,4.7,30286,440,75,6,8,3.1,1301|5097|6506|9672|9759|23231,COL11A1|PCDH1|SLC1A2|SDC3|HDAC4|SEL1L3,-0.49,Npas2
DisGeNET,35,C0008925,Cleft Palate,,-3.1,4.6,4.5,30286,611,75,7,9.3,3.4,1301|4297|6154|6201|9759|85465|126792,COL11A1|KMT2A|RPL26|RPS7|HDAC4|SELENOI|B3GALT6,-0.49,Npas2
DisGeNET,35,C4086152,Childhood Astrocytoma,,-3.1,4.6,4.5,30286,615,75,7,9.3,3.4,682|3566|5027|5621|6506|8851|56848,BSG|IL4R|P2RX7|PRNP|SLC1A2|CDK5R1|SPHK2,-0.48,Npas2
DisGeNET,35,C0270853,Juvenile Myoclonic Epilepsy,,-3.1,16,6.6,30286,74,75,3,4,2.3,1137|9575|57468,CHRNA4|CLOCK|SLC12A5,-0.48,Npas2
COVID,200,COVID010,RNA_Blanco-Melo_A549-ACE2_Up,,-3,6.7,5,30286,300,75,5,6.7,2.9,1850|9592|10140|10252|84919,DUSP8|IER2|TOB1|SPRY1|PPP1R15B,-0.45,Npas2
DisGeNET,35,C0917801,Sleeplessness,,-3,9.3,5.5,30286,174,75,4,5.3,2.6,406|5621|8851|9575,BMAL1|PRNP|CDK5R1|CLOCK,-0.45,Npas2
DisGeNET,35,C1838391,Limb hypertonia,,-3,16,6.4,30286,77,75,3,4,2.3,3737|3745|6506,KCNA2|KCNB1|SLC1A2,-0.45,Npas2
DisGeNET,35,C0085584,Encephalopathies,,-3,5.3,4.6,30286,457,75,6,8,3.1,1203|3737|3745|5621|6506|8851,CLN5|KCNA2|KCNB1|PRNP|SLC1A2|CDK5R1,-0.44,Npas2
Cell Type Signatures,7,M40025,BUSSLINGER DUODENAL DIFFERENTIATING STEM CELLS,,-3,6.6,4.9,30286,305,75,5,6.7,2.9,6139|6154|6160|6193|6201,RPL17|RPL26|RPL31|RPS5|RPS7,-0.44,Npas2
DisGeNET,35,C0011884,Diabetic Retinopathy,,-3,4.4,4.3,30286,644,75,7,9.3,3.4,682|5027|5621|5654|9575|80274|130399,BSG|P2RX7|PRNP|HTRA1|CLOCK|SCUBE1|ACVR1C,-0.4,Npas2
DisGeNET,35,C0752308,"Hypoxia-Ischemia, Brain",,-3,15,6.3,30286,81,75,3,4,2.3,406|8851|9575,BMAL1|CDK5R1|CLOCK,-0.4,Npas2
DisGeNET,35,C0085207,Gestational Diabetes,,-2.9,4.4,4.3,30286,649,75,7,9.3,3.4,406|3745|8851|9575|9759|80274|252995,BMAL1|KCNB1|CDK5R1|CLOCK|HDAC4|SCUBE1|FNDC5,-0.39,Npas2
DisGeNET,35,C1853241,Flat face,,-2.9,15,6.2,30286,83,75,3,4,2.3,1301|4297|126792,COL11A1|KMT2A|B3GALT6,-0.38,Npas2
DisGeNET,35,C0026847,Spinal Muscular Atrophy,,-2.9,6.3,4.8,30286,320,75,5,6.7,2.9,811|8835|8851|9575|9759,CALR|SOCS2|CDK5R1|CLOCK|HDAC4,-0.38,Npas2
DisGeNET,35,C0026837,Muscle Rigidity,,-2.9,6.3,4.8,30286,320,75,5,6.7,2.9,3737|3745|5621|5654|6506,KCNA2|KCNB1|PRNP|HTRA1|SLC1A2,-0.38,Npas2
DisGeNET,35,C1260899,"Anemia, Diamond-Blackfan",,-2.9,14,6.1,30286,85,75,3,4,2.3,6154|6160|6201,RPL26|RPL31|RPS7,-0.37,Npas2
Cell Type Signatures,7,M39074,ZHONG PFC MAJOR TYPES ASTROCYTES,,-2.9,6.2,4.7,30286,325,75,5,6.7,2.9,406|5654|6506|9672|10252,BMAL1|HTRA1|SLC1A2|SDC3|SPRY1,-0.36,Npas2
DisGeNET,35,C0009952,Febrile Convulsions,,-2.9,8.4,5.1,30286,192,75,4,5.3,2.6,1137|5027|6324|57468,CHRNA4|P2RX7|SCN1B|SLC12A5,-0.35,Npas2
DisGeNET,35,C0239479,Round face,,-2.9,14,6,30286,88,75,3,4,2.3,1301|4297|9759,COL11A1|KMT2A|HDAC4,-0.34,Npas2
DisGeNET,35,C0034012,Delayed Puberty,,-2.8,8.2,5.1,30286,196,75,4,5.3,2.6,4297|6154|6201|84919,KMT2A|RPL26|RPS7|PPP1R15B,-0.32,Npas2
DisGeNET,35,C0699949,airway disease,,-2.8,8.2,5,30286,198,75,4,5.3,2.6,406|3566|9575|94103,BMAL1|IL4R|CLOCK|ORMDL3,-0.31,Npas2
DisGeNET,35,C0600427,Cocaine Dependence,,-2.8,8.1,5,30286,199,75,4,5.3,2.6,6506|9575|9679|9759,SLC1A2|CLOCK|FAM53B|HDAC4,-0.31,Npas2
DisGeNET,35,C4721773,Postoperative cognitive dysfunction,,-2.8,13,5.8,30286,93,75,3,4,2.3,1137|9575|252995,CHRNA4|CLOCK|FNDC5,-0.29,Npas2
DisGeNET,35,C0428883,Diastolic blood pressure,,-2.8,4.8,4.3,30286,507,75,6,8,3.1,406|3745|9759|10846|55534|140775,BMAL1|KCNB1|HDAC4|PDE10A|MAML3|SMCR8,-0.29,Npas2
DisGeNET,35,C4316903,Absence Seizures,,-2.8,7.9,4.9,30286,204,75,4,5.3,2.6,1137|3737|6324|57468,CHRNA4|KCNA2|SCN1B|SLC12A5,-0.28,Npas2
DisGeNET,35,C0027659,"Neoplasms, Experimental",,-2.8,13,5.7,30286,95,75,3,4,2.3,682|5621|10140,BSG|PRNP|TOB1,-0.27,Npas2
DisGeNET,35,C0150055,Chronic pain,,-2.8,7.8,4.9,30286,207,75,4,5.3,2.6,3737|3787|5027|57468,KCNA2|KCNS1|P2RX7|SLC12A5,-0.27,Npas2
DisGeNET,35,C0234533,Generalized seizures,,-2.7,7.7,4.8,30286,210,75,4,5.3,2.6,1137|3737|3745|57468,CHRNA4|KCNA2|KCNB1|SLC12A5,-0.25,Npas2
Cell Type Signatures,7,M41704,FAN OVARY CL2 PUTATIVE EARLY ATRETIC FOLLICLE THECAL CELL 1,,-2.7,12,5.6,30286,98,75,3,4,2.3,6139|6154|6160,RPL17|RPL26|RPL31,-0.25,Npas2
DisGeNET,35,C0239676,High forehead,,-2.7,7.7,4.8,30286,211,75,4,5.3,2.6,3737|3745|4297|6506,KCNA2|KCNB1|KMT2A|SLC1A2,-0.25,Npas2
DisGeNET,35,C0011311,Dengue Fever,,-2.7,5.6,4.4,30286,360,75,5,6.7,2.9,406|3566|5027|5621|56848,BMAL1|IL4R|P2RX7|PRNP|SPHK2,-0.25,Npas2
DisGeNET,35,C0751123,Atonic Absence Seizures,,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C0422855,Vertiginous seizure,,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C0422850,"Seizures, Somatosensory",,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C0422854,Gustatory seizure,,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C0751110,Single Seizure,,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C0422852,"Seizures, Auditory",,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C0751056,Non-epileptic convulsion,,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C0422853,Olfactory seizure,,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C0022333,Jacksonian Seizure,,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C0751496,"Seizures, Sensory",,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C4505436,Generalized Absence Seizures,,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
DisGeNET,35,C3495874,Nonepileptic Seizures,,-2.7,12,5.5,30286,102,75,3,4,2.3,1137|3737|57468,CHRNA4|KCNA2|SLC12A5,-0.25,Npas2
